start.location,start.country,start.city,start.latitude,start.longitude,end.location,end.country,end.city,end.latitude,end.longitude,date,journey,number.of.letters,start.state,end.state
"USA, New York (NY)",USA,New York,40.712784,-74.005941000000007,"DEU, Piesau (TH)",DEU,Piesau,50.512949,11.21717,1880-10-29,-74.005941 40.712784 -74.005941 40.712784,260,NY,TH
"USA, New York (NY)",USA,New York,40.712784,-74.005941000000007,"DEU, Piesau (TH)",DEU,Piesau,50.512949,11.21717,1880-12-10,-74.005941 40.712784 -74.005941 40.712784,260,NY,TH
"USA, Brenham (TX)",USA,Brenham,30.166883,-96.397744,"DEU, Piesau (TH)",DEU,Piesau,50.512949,11.21717,1880-12-26,-96.397744 30.166883 -96.397744 30.166883,13,TX,TH
"USA, Brenham (TX)",USA,Brenham,30.166883,-96.397744,"DEU, Piesau (TH)",DEU,Piesau,50.512949,11.21717,1881-02-20,-96.397744 30.166883 -96.397744 30.166883,13,TX,TH
"USA, Brenham (TX)",USA,Brenham,30.166883,-96.397744,"DEU, Piesau (TH)",DEU,Piesau,50.512949,11.21717,1881-03-07,-96.397744 30.166883 -96.397744 30.166883,13,TX,TH
"USA, Brenham (TX)",USA,Brenham,30.166883,-96.397744,"DEU, Piesau (TH)",DEU,Piesau,50.512949,11.21717,1881-04-24,-96.397744 30.166883 -96.397744 30.166883,13,TX,TH
"USA, Brenham (TX)",USA,Brenham,30.166883,-96.397744,"DEU, Piesau (TH)",DEU,Piesau,50.512949,11.21717,1881-05-01,-96.397744 30.166883 -96.397744 30.166883,13,TX,TH
"USA, Brenham (TX)",USA,Brenham,30.166883,-96.397744,"DEU, Piesau (TH)",DEU,Piesau,50.512949,11.21717,1881-05-20,-96.397744 30.166883 -96.397744 30.166883,13,TX,TH
"USA, Brenham (TX)",USA,Brenham,30.166883,-96.397744,"DEU, Piesau (TH)",DEU,Piesau,50.512949,11.21717,1881-06-08,-96.397744 30.166883 -96.397744 30.166883,13,TX,TH
"USA, Brenham (TX)",USA,Brenham,30.166883,-96.397744,"DEU, Piesau (TH)",DEU,Piesau,50.512949,11.21717,1883-12-12,-96.397744 30.166883 -96.397744 30.166883,13,TX,TH
"DEU, Leipzig (SA)",DEU,Leipzig,51.410476,12.754026,"DEU, Leisnig (SA)",DEU,Leisnig,51.15772,12.928458,1881-08-01,12.754026 51.410476 12.754026 51.410476,1,SA,SA
"USA, Oliverea (NY)",USA,Oliverea,42.065369,-74.460152,"USA, New York (NY)",USA,New York,40.712784,-74.005941000000007,1957-05-01,-74.460152 42.065369 -74.460152 42.065369,1,NY,NY
"USA, Trenton (NJ)",USA,Trenton,40.217053,-74.742938,"DEU, Mühlhausen (TH)",DEU,Mühlhausen,51.209865,10.4571,1852-03-18,-74.742938 40.217053 -74.742938 40.217053,8,NJ,TH
"USA, Trenton (NJ)",USA,Trenton,40.217053,-74.742938,"DEU, Mühlhausen (TH)",DEU,Mühlhausen,51.209865,10.4571,1853-02-07,-74.742938 40.217053 -74.742938 40.217053,8,NJ,TH
"USA, Trenton (NJ)",USA,Trenton,40.217053,-74.742938,"DEU, Mühlhausen (TH)",DEU,Mühlhausen,51.209865,10.4571,1856-11-28,-74.742938 40.217053 -74.742938 40.217053,8,NJ,TH
"USA, Trenton (NJ)",USA,Trenton,40.217053,-74.742938,"DEU, Mühlhausen (TH)",DEU,Mühlhausen,51.209865,10.4571,1860-04-29,-74.742938 40.217053 -74.742938 40.217053,8,NJ,TH
"USA, Trenton (NJ)",USA,Trenton,40.217053,-74.742938,"DEU, Mühlhausen (TH)",DEU,Mühlhausen,51.209865,10.4571,1861-03-03,-74.742938 40.217053 -74.742938 40.217053,8,NJ,TH
"USA, Trenton (NJ)",USA,Trenton,40.217053,-74.742938,"DEU, Mühlhausen (TH)",DEU,Mühlhausen,51.209865,10.4571,1861-11-10,-74.742938 40.217053 -74.742938 40.217053,8,NJ,TH
"USA, Trenton (NJ)",USA,Trenton,40.217053,-74.742938,"DEU, Mühlhausen (TH)",DEU,Mühlhausen,51.209865,10.4571,1862-06-05,-74.742938 40.217053 -74.742938 40.217053,8,NJ,TH
"USA, Trenton (NJ)",USA,Trenton,40.217053,-74.742938,"DEU, Mühlhausen (TH)",DEU,Mühlhausen,51.209865,10.4571,1868-06-03,-74.742938 40.217053 -74.742938 40.217053,8,NJ,TH
"DEU, Erfurt (TH)",DEU,Erfurt,50.984768,11.02988,"DEU, Mühlhausen (TH)",DEU,Mühlhausen,51.209865,10.4571,1841-05-07,11.02988 50.984768 11.02988 50.984768,2,TH,TH
"USA, Perry (OK)",USA,Perry,36.289486,-97.288098,"DEU, Jena (TH)",DEU,Jena,50.927054,11.589237,1926-02-24,-97.288098 36.289486 -97.288098 36.289486,2,OK,TH
"USA, Shamrock (OK)",USA,Shamrock,35.910069,-96.583905,"DEU, Jena (TH)",DEU,Jena,50.927054,11.589237,1926-04-05,-96.583905 35.910069 -96.583905 35.910069,1,OK,TH
"USA, Perry (OK)",USA,Perry,36.289486,-97.288098,"DEU, Jena (TH)",DEU,Jena,50.927054,11.589237,1926-05-22,-97.288098 36.289486 -97.288098 36.289486,2,OK,TH
"USA, Midford (OK)",USA,Midford,36.806973,-97.733664,"DEU, Jena (TH)",DEU,Jena,50.927054,11.589237,1926-06-30,-97.733664 36.806973 -97.733664 36.806973,1,OK,TH
"USA, Wellington (KS)",USA,Wellington,37.2653,-97.371712,"DEU, Jena (TH)",DEU,Jena,50.927054,11.589237,1926-10-22,-97.371712 37.2653 -97.371712 37.2653,1,KS,TH
"USA, Rochester (NY)",USA,Rochester,43.16103,-77.610922,"DEU, Jena (TH)",DEU,Jena,50.927054,11.589237,1947-06-11,-77.610922 43.16103 -77.610922 43.16103,9,NY,TH
"USA, Rochester (NY)",USA,Rochester,43.16103,-77.610922,"DEU, Jena (TH)",DEU,Jena,50.927054,11.589237,1947-10-06,-77.610922 43.16103 -77.610922 43.16103,9,NY,TH
"USA, Rochester (NY)",USA,Rochester,43.16103,-77.610922,"DEU, Jena (TH)",DEU,Jena,50.927054,11.589237,1928-05-30,-77.610922 43.16103 -77.610922 43.16103,9,NY,TH
"USA, Rochester (NY)",USA,Rochester,43.16103,-77.610922,"DEU, Jena (TH)",DEU,Jena,50.927054,11.589237,1928-06-26,-77.610922 43.16103 -77.610922 43.16103,9,NY,TH
"USA, Rochester (NY)",USA,Rochester,43.16103,-77.610922,"DEU, Jena (TH)",DEU,Jena,50.927054,11.589237,1928-09-09,-77.610922 43.16103 -77.610922 43.16103,9,NY,TH
"USA, Rochester (NY)",USA,Rochester,43.16103,-77.610922,"DEU, Jena (TH)",DEU,Jena,50.927054,11.589237,1928-12-16,-77.610922 43.16103 -77.610922 43.16103,9,NY,TH
"USA, Rochester (NY)",USA,Rochester,43.16103,-77.610922,"DEU, Jena (TH)",DEU,Jena,50.927054,11.589237,1929-05-03,-77.610922 43.16103 -77.610922 43.16103,9,NY,TH
"USA, Rochester (NY)",USA,Rochester,43.16103,-77.610922,"DEU, Jena (TH)",DEU,Jena,50.927054,11.589237,1930-07-21,-77.610922 43.16103 -77.610922 43.16103,9,NY,TH
"USA, Pittsburgh (PN)",USA,Pittsburgh,40.440625,-79.995886,"DEU, Jena (TH)",DEU,Jena,50.927054,11.589237,1932-07-29,-79.995886 40.440625 -79.995886 40.440625,7,PN,TH
"USA, Pittsburgh (PN)",USA,Pittsburgh,40.440625,-79.995886,"DEU, Jena (TH)",DEU,Jena,50.927054,11.589237,1932-12-07,-79.995886 40.440625 -79.995886 40.440625,7,PN,TH
"USA, Pittsburgh (PN)",USA,Pittsburgh,40.440625,-79.995886,"DEU, Jena (TH)",DEU,Jena,50.927054,11.589237,1933-08-03,-79.995886 40.440625 -79.995886 40.440625,7,PN,TH
"USA, Pittsburgh (PN)",USA,Pittsburgh,40.440625,-79.995886,"DEU, Jena (TH)",DEU,Jena,50.927054,11.589237,1934-06-26,-79.995886 40.440625 -79.995886 40.440625,7,PN,TH
"USA, Pittsburgh (PN)",USA,Pittsburgh,40.440625,-79.995886,"DEU, Jena (TH)",DEU,Jena,50.927054,11.589237,1935-02-09,-79.995886 40.440625 -79.995886 40.440625,7,PN,TH
"USA, Pittsburgh (PN)",USA,Pittsburgh,40.440625,-79.995886,"DEU, Jena (TH)",DEU,Jena,50.927054,11.589237,1937-12-19,-79.995886 40.440625 -79.995886 40.440625,7,PN,TH
"USA, Brownfield (TX)",USA,Brownfield,33.181204,-102.274349,"DEU, Jena (TH)",DEU,Jena,50.927054,11.589237,1938-12-10,-102.274349 33.181204 -102.274349 33.181204,1,TX,TH
"USA, Plainview (TX)",USA,Plainview,34.184794,-101.706842,"DEU, Jena (TH)",DEU,Jena,50.927054,11.589237,1947-05-15,-101.706842 34.184794 -101.706842 34.184794,2,TX,TH
"USA, Plainview (TX)",USA,Plainview,34.184794,-101.706842,"DEU, Jena (TH)",DEU,Jena,50.927054,11.589237,1947-11-20,-101.706842 34.184794 -101.706842 34.184794,2,TX,TH
"USA, Lubbock (TX)",USA,Lubbock,33.577863,-101.855166,"DEU, Jena (TH)",DEU,Jena,50.927054,11.589237,1948-01-05,-101.855166 33.577863 -101.855166 33.577863,6,TX,TH
"USA, Lubbock (TX)",USA,Lubbock,33.577863,-101.855166,"DEU, Jena (TH)",DEU,Jena,50.927054,11.589237,1948-04-21,-101.855166 33.577863 -101.855166 33.577863,6,TX,TH
"USA, Sweetwater (TX)",USA,Sweetwater,32.470952,-100.405938,"DEU, Jena (TH)",DEU,Jena,50.927054,11.589237,1948-06-07,-100.405938 32.470952 -100.405938 32.470952,2,TX,TH
"USA, Sweetwater (TX)",USA,Sweetwater,32.470952,-100.405938,"DEU, Jena (TH)",DEU,Jena,50.927054,11.589237,1948-08-09,-100.405938 32.470952 -100.405938 32.470952,2,TX,TH
"USA, Lubbock (TX)",USA,Lubbock,33.577863,-101.855166,"DEU, Jena (TH)",DEU,Jena,50.927054,11.589237,1948-10-18,-101.855166 33.577863 -101.855166 33.577863,6,TX,TH
"USA, Spur (TX)",USA,Spur,33.476477,-100.855686,"DEU, Jena (TH)",DEU,Jena,50.927054,11.589237,1949-01-22,-100.855686 33.476477 -100.855686 33.476477,1,TX,TH
"USA, Haskell (TX)",USA,Haskell,33.157603,-99.733701,"DEU, Jena (TH)",DEU,Jena,50.927054,11.589237,1949-05-06,-99.733701 33.157603 -99.733701 33.157603,2,TX,TH
"USA, Lubbock (TX)",USA,Lubbock,33.577863,-101.855166,"DEU, Jena (TH)",DEU,Jena,50.927054,11.589237,1949-07-13,-101.855166 33.577863 -101.855166 33.577863,6,TX,TH
"USA, Lamesa (TX)",USA,Lamesa,32.7376,-101.950992,"DEU, Jena (TH)",DEU,Jena,50.927054,11.589237,1949-08-25,-101.950992 32.7376 -101.950992 32.7376,3,TX,TH
"USA, Lamesa (TX)",USA,Lamesa,32.7376,-101.950992,"DEU, Jena (TH)",DEU,Jena,50.927054,11.589237,1949-11-06,-101.950992 32.7376 -101.950992 32.7376,3,TX,TH
"USA, Lamesa (TX)",USA,Lamesa,32.7376,-101.950992,"DEU, Jena (TH)",DEU,Jena,50.927054,11.589237,1949-12-21,-101.950992 32.7376 -101.950992 32.7376,3,TX,TH
"USA, Rochester (NY)",USA,Rochester,43.16103,-77.610922,"DEU, Jena (TH)",DEU,Jena,50.927054,11.589237,1950-07-04,-77.610922 43.16103 -77.610922 43.16103,9,NY,TH
"USA, Lubbock (TX)",USA,Lubbock,33.577863,-101.855166,"DEU, Jena (TH)",DEU,Jena,50.927054,11.589237,1950-11-12,-101.855166 33.577863 -101.855166 33.577863,6,TX,TH
"USA, Big Spring (TX)",USA,Big Spring,32.250398,-101.478735,"DEU, Jena (TH)",DEU,Jena,50.927054,11.589237,1951-01-05,-101.478735 32.250398 -101.478735 32.250398,1,TX,TH
"USA, Haskell (TX)",USA,Haskell,33.157603,-99.733701,"DEU, Jena (TH)",DEU,Jena,50.927054,11.589237,1951-03-19,-99.733701 33.157603 -99.733701 33.157603,2,TX,TH
"USA, Seymour (TX)",USA,Seymour,33.594261,-99.260353,"DEU, Jena (TH)",DEU,Jena,50.927054,11.589237,1951-04-08,-99.260353 33.594261 -99.260353 33.594261,2,TX,TH
"USA, Seymour (TX)",USA,Seymour,33.594261,-99.260353,"DEU, Jena (TH)",DEU,Jena,50.927054,11.589237,1951-05-28,-99.260353 33.594261 -99.260353 33.594261,2,TX,TH
"USA, Guanah (TX)",USA,Guanah,34.297855,-99.740372,"DEU, Jena (TH)",DEU,Jena,50.927054,11.589237,1951-11-20,-99.740372 34.297855 -99.740372 34.297855,1,TX,TH
"USA, Lubbock (TX)",USA,Lubbock,33.577863,-101.855166,"DEU, Jena (TH)",DEU,Jena,50.927054,11.589237,1952-04-03,-101.855166 33.577863 -101.855166 33.577863,6,TX,TH
"USA, Perryto (TX)",USA,Perryto,36.400031,-100.802651,"DEU, Jena (TH)",DEU,Jena,50.927054,11.589237,1953-11-02,-100.802651 36.400031 -100.802651 36.400031,1,TX,TH
"USA, Burlington (CO)",USA,Burlington,39.306108,-102.269356,"DEU, Jena (TH)",DEU,Jena,50.927054,11.589237,1954-08-25,-102.269356 39.306108 -102.269356 39.306108,1,CO,TH
"USA, Stratton (CO)",USA,Stratton,39.303328,-102.604645,"DEU, Jena (TH)",DEU,Jena,50.927054,11.589237,1955-01-21,-102.604645 39.303328 -102.604645 39.303328,1,CO,TH
"USA, Ozona (TX)",USA,Ozona,30.702225,-101.201382,"DEU, Jena (TH)",DEU,Jena,50.927054,11.589237,1958-11-24,-101.201382 30.702225 -101.201382 30.702225,2,TX,TH
"USA, Ozona (TX)",USA,Ozona,30.702225,-101.201382,"DEU, Jena (TH)",DEU,Jena,50.927054,11.589237,1959-01-27,-101.201382 30.702225 -101.201382 30.702225,2,TX,TH
"USA, Seminole (TX)",USA,Seminole,32.718993,-102.64491,"DEU, Jena (TH)",DEU,Jena,50.927054,11.589237,1966-02-15,-102.64491 32.718993 -102.64491 32.718993,3,TX,TH
"USA, Seminole (TX)",USA,Seminole,32.718993,-102.64491,"DEU, Jena (TH)",DEU,Jena,50.927054,11.589237,1967-10-18,-102.64491 32.718993 -102.64491 32.718993,3,TX,TH
"USA, Seminole (TX)",USA,Seminole,32.718993,-102.64491,"DEU, Jena (TH)",DEU,Jena,50.927054,11.589237,1968-03-27,-102.64491 32.718993 -102.64491 32.718993,3,TX,TH
"USA, Cleveland (OH)",USA,Cleveland,41.49932,-81.694361,"DEU, Remptendorf (TH)",DEU,Remptendorf,50.528715,11.659751,1861-09-12,-81.694361 41.49932 -81.694361 41.49932,2,OH,TH
"USA, Cleveland (OH)",USA,Cleveland,41.49932,-81.694361,"DEU, Remptendorf (TH)",DEU,Remptendorf,50.528715,11.659751,1862-05-26,-81.694361 41.49932 -81.694361 41.49932,2,OH,TH
"USA, Covington (KY)",USA,Covington,39.083671,-84.508554,"DEU, Remptendorf (TH)",DEU,Remptendorf,50.528715,11.659751,1862-09-22,-84.508554 39.083671 -84.508554 39.083671,1,KY,TH
"USA, Ohio (OH)",USA,Ohio,40.417287,-82.907123,"DEU, Remptendorf (TH)",DEU,Remptendorf,50.528715,11.659751,1863-03-30,-82.907123 40.417287 -82.907123 40.417287,2,OH,TH
"USA, Ohio (OH)",USA,Ohio,40.417287,-82.907123,"DEU, Remptendorf (TH)",DEU,Remptendorf,50.528715,11.659751,1863-04-24,-82.907123 40.417287 -82.907123 40.417287,2,OH,TH
"USA, O. Folly Island (SC)",USA,O. Folly Island,32.665642,-79.920669,"DEU, Remptendorf (TH)",DEU,Remptendorf,50.528715,11.659751,1863-09-08,-79.920669 32.665642 -79.920669 32.665642,2,SC,TH
"USA, O. Folly Island (SC)",USA,O. Folly Island,32.665642,-79.920669,"DEU, Remptendorf (TH)",DEU,Remptendorf,50.528715,11.659751,1863-11-15,-79.920669 32.665642 -79.920669 32.665642,2,SC,TH
"USA, Fernandina (FL)",USA,Fernandina,30.332184,-81.655651,"DEU, Remptendorf (TH)",DEU,Remptendorf,50.528715,11.659751,1864-06-20,-81.655651 30.332184 -81.655651 30.332184,7,FL,TH
"USA, Fernandina (FL)",USA,Fernandina,30.332184,-81.655651,"DEU, Remptendorf (TH)",DEU,Remptendorf,50.528715,11.659751,1864-08-16,-81.655651 30.332184 -81.655651 30.332184,7,FL,TH
"USA, Fernandina (FL)",USA,Fernandina,30.332184,-81.655651,"DEU, Remptendorf (TH)",DEU,Remptendorf,50.528715,11.659751,1864-09-01,-81.655651 30.332184 -81.655651 30.332184,7,FL,TH
"USA, Fernandina (FL)",USA,Fernandina,30.332184,-81.655651,"DEU, Remptendorf (TH)",DEU,Remptendorf,50.528715,11.659751,1865-01-20,-81.655651 30.332184 -81.655651 30.332184,7,FL,TH
"USA, Fernandina (FL)",USA,Fernandina,30.332184,-81.655651,"DEU, Remptendorf (TH)",DEU,Remptendorf,50.528715,11.659751,1865-03-12,-81.655651 30.332184 -81.655651 30.332184,7,FL,TH
"USA, Fernandina (FL)",USA,Fernandina,30.332184,-81.655651,"DEU, Remptendorf (TH)",DEU,Remptendorf,50.528715,11.659751,1866-01-11,-81.655651 30.332184 -81.655651 30.332184,7,FL,TH
"USA, Jacksonville (FL)",USA,Jacksonville,30.332184,-81.655651,"DEU, Remptendorf (TH)",DEU,Remptendorf,50.528715,11.659751,1866-03-12,-81.655651 30.332184 -81.655651 30.332184,7,FL,TH
"USA, St. Augustine (FL)",USA,St. Augustine,29.901244,-81.312434,"DEU, Remptendorf (TH)",DEU,Remptendorf,50.528715,11.659751,1866-06-01,-81.312434 29.901244 -81.312434 29.901244,5,FL,TH
"USA, St. Augustine (FL)",USA,St. Augustine,29.901244,-81.312434,"DEU, Remptendorf (TH)",DEU,Remptendorf,50.528715,11.659751,1867-03-24,-81.312434 29.901244 -81.312434 29.901244,5,FL,TH
"USA, St. Augustine (FL)",USA,St. Augustine,29.901244,-81.312434,"DEU, Remptendorf (TH)",DEU,Remptendorf,50.528715,11.659751,1867-06-15,-81.312434 29.901244 -81.312434 29.901244,5,FL,TH
"USA, St. Augustine (FL)",USA,St. Augustine,29.901244,-81.312434,"DEU, Remptendorf (TH)",DEU,Remptendorf,50.528715,11.659751,1867-10-23,-81.312434 29.901244 -81.312434 29.901244,5,FL,TH
"USA, St. Augustine (FL)",USA,St. Augustine,29.901244,-81.312434,"DEU, Remptendorf (TH)",DEU,Remptendorf,50.528715,11.659751,1868-05-14,-81.312434 29.901244 -81.312434 29.901244,5,FL,TH
"USA, New York (NY)",USA,New York,40.712784,-74.005941000000007,"DEU, Remptendorf (TH)",DEU,Remptendorf,50.528715,11.659751,1916-02-18,-74.005941 40.712784 -74.005941 40.712784,260,NY,TH
"USA, New York (NY)",USA,New York,40.712784,-74.005941000000007,"DEU, Remptendorf (TH)",DEU,Remptendorf,50.528715,11.659751,1928-09-03,-74.005941 40.712784 -74.005941 40.712784,260,NY,TH
"USA, Blue Ridge Summit (PA)",USA,Blue Ridge Summit,39.724262,-77.471378,"DEU, Remptendorf (TH)",DEU,Remptendorf,50.528715,11.659751,1952-11-20,-77.471378 39.724262 -77.471378 39.724262,18,PA,TH
"USA, Blue Ridge Summit (PA)",USA,Blue Ridge Summit,39.724262,-77.471378,"DEU, Remptendorf (TH)",DEU,Remptendorf,50.528715,11.659751,1953-06-15,-77.471378 39.724262 -77.471378 39.724262,18,PA,TH
"USA, Blue Ridge Summit (PA)",USA,Blue Ridge Summit,39.724262,-77.471378,"DEU, Remptendorf (TH)",DEU,Remptendorf,50.528715,11.659751,1953-12-19,-77.471378 39.724262 -77.471378 39.724262,18,PA,TH
"USA, Blue Ridge Summit (PA)",USA,Blue Ridge Summit,39.724262,-77.471378,"DEU, Remptendorf (TH)",DEU,Remptendorf,50.528715,11.659751,1956-12-10,-77.471378 39.724262 -77.471378 39.724262,18,PA,TH
"USA, Blue Ridge Summit (PA)",USA,Blue Ridge Summit,39.724262,-77.471378,"DEU, Remptendorf (TH)",DEU,Remptendorf,50.528715,11.659751,1957-02-14,-77.471378 39.724262 -77.471378 39.724262,18,PA,TH
"USA, Blue Ridge Summit (PA)",USA,Blue Ridge Summit,39.724262,-77.471378,"DEU, Remptendorf (TH)",DEU,Remptendorf,50.528715,11.659751,1957-05-31,-77.471378 39.724262 -77.471378 39.724262,18,PA,TH
"USA, Blue Ridge Summit (PA)",USA,Blue Ridge Summit,39.724262,-77.471378,"DEU, Remptendorf (TH)",DEU,Remptendorf,50.528715,11.659751,1957-09-19,-77.471378 39.724262 -77.471378 39.724262,18,PA,TH
"USA, Blue Ridge Summit (PA)",USA,Blue Ridge Summit,39.724262,-77.471378,"DEU, Remptendorf (TH)",DEU,Remptendorf,50.528715,11.659751,1958-09-05,-77.471378 39.724262 -77.471378 39.724262,18,PA,TH
"USA, Blue Ridge Summit (PA)",USA,Blue Ridge Summit,39.724262,-77.471378,"DEU, Remptendorf (TH)",DEU,Remptendorf,50.528715,11.659751,1958-12-17,-77.471378 39.724262 -77.471378 39.724262,18,PA,TH
"USA, Blue Ridge Summit (PA)",USA,Blue Ridge Summit,39.724262,-77.471378,"DEU, Remptendorf (TH)",DEU,Remptendorf,50.528715,11.659751,1960-12-31,-77.471378 39.724262 -77.471378 39.724262,18,PA,TH
"USA, Blue Ridge Summit (PA)",USA,Blue Ridge Summit,39.724262,-77.471378,"DEU, Remptendorf (TH)",DEU,Remptendorf,50.528715,11.659751,1961-01-20,-77.471378 39.724262 -77.471378 39.724262,18,PA,TH
"USA, Blue Ridge Summit (PA)",USA,Blue Ridge Summit,39.724262,-77.471378,"DEU, Remptendorf (TH)",DEU,Remptendorf,50.528715,11.659751,1963-02-11,-77.471378 39.724262 -77.471378 39.724262,18,PA,TH
"USA, Blue Ridge Summit (PA)",USA,Blue Ridge Summit,39.724262,-77.471378,"DEU, Remptendorf (TH)",DEU,Remptendorf,50.528715,11.659751,1963-12-03,-77.471378 39.724262 -77.471378 39.724262,18,PA,TH
"USA, Blue Ridge Summit (PA)",USA,Blue Ridge Summit,39.724262,-77.471378,"DEU, Remptendorf (TH)",DEU,Remptendorf,50.528715,11.659751,1964-12-14,-77.471378 39.724262 -77.471378 39.724262,18,PA,TH
"USA, Blue Ridge Summit (PA)",USA,Blue Ridge Summit,39.724262,-77.471378,"DEU, Remptendorf (TH)",DEU,Remptendorf,50.528715,11.659751,1965-01-05,-77.471378 39.724262 -77.471378 39.724262,18,PA,TH
"USA, Blue Ridge Summit (PA)",USA,Blue Ridge Summit,39.724262,-77.471378,"DEU, Remptendorf (TH)",DEU,Remptendorf,50.528715,11.659751,1965-09-17,-77.471378 39.724262 -77.471378 39.724262,18,PA,TH
"USA, Blue Ridge Summit (PA)",USA,Blue Ridge Summit,39.724262,-77.471378,"DEU, Remptendorf (TH)",DEU,Remptendorf,50.528715,11.659751,1965-11-30,-77.471378 39.724262 -77.471378 39.724262,18,PA,TH
"USA, Blue Ridge Summit (PA)",USA,Blue Ridge Summit,39.724262,-77.471378,"DEU, Remptendorf (TH)",DEU,Remptendorf,50.528715,11.659751,1966-10-14,-77.471378 39.724262 -77.471378 39.724262,18,PA,TH
"USA, Chicago (IL)",USA,Chicago,41.878114,-87.629798,"DEU, Remptendorf (TH)",DEU,Remptendorf,50.528715,11.659751,1908-05-05,-87.629798 41.878114 -87.629798 41.878114,22,IL,TH
"USA, Orange (NJ)",USA,Orange,40.770619,-74.232648,"DEU, Remptendorf (TH)",DEU,Remptendorf,50.528715,11.659751,1856-03-06,-74.232648 40.770619 -74.232648 40.770619,4,NJ,TH
"USA, Orange (NJ)",USA,Orange,40.770619,-74.232648,"DEU, Remptendorf (TH)",DEU,Remptendorf,50.528715,11.659751,1866-01-26,-74.232648 40.770619 -74.232648 40.770619,4,NJ,TH
"USA, Warrensville (OH)",USA,Warrensville,41.326467,-76.945521,"DEU, Remptendorf (TH)",DEU,Remptendorf,50.528715,11.659751,1879-11-10,-76.945521 41.326467 -76.945521 41.326467,3,OH,TH
"USA, Warrensville (OH)",USA,Warrensville,41.326467,-76.945521,"DEU, Remptendorf (TH)",DEU,Remptendorf,50.528715,11.659751,1880-03-10,-76.945521 41.326467 -76.945521 41.326467,3,OH,TH
"USA, Warrensville (OH)",USA,Warrensville,41.326467,-76.945521,"DEU, Remptendorf (TH)",DEU,Remptendorf,50.528715,11.659751,1883-05-29,-76.945521 41.326467 -76.945521 41.326467,3,OH,TH
"USA, Ann Arbor (MI)",USA,Ann Arbor,42.280826,-83.743038,"DEU, Remptendorf (TH)",DEU,Remptendorf,50.528715,11.659751,1905-10-29,-83.743038 42.280826 -83.743038 42.280826,4,MI,TH
"USA, Ann Arbor (MI)",USA,Ann Arbor,42.280826,-83.743038,"DEU, Remptendorf (TH)",DEU,Remptendorf,50.528715,11.659751,1906-02-11,-83.743038 42.280826 -83.743038 42.280826,4,MI,TH
"USA, Homer (OH)",USA,Homer,40.252612,-82.518687,"DEU, Remptendorf (TH)",DEU,Remptendorf,50.528715,11.659751,1906-09-11,-82.518687 40.252612 -82.518687 40.252612,1,OH,TH
"USA, Ann Arbor (MI)",USA,Ann Arbor,42.280826,-83.743038,"DEU, Remptendorf (TH)",DEU,Remptendorf,50.528715,11.659751,1906-10-14,-83.743038 42.280826 -83.743038 42.280826,4,MI,TH
"USA, Ann Arbor (MI)",USA,Ann Arbor,42.280826,-83.743038,"DEU, Remptendorf (TH)",DEU,Remptendorf,50.528715,11.659751,1907-07-13,-83.743038 42.280826 -83.743038 42.280826,4,MI,TH
"USA, Orange (NJ)",USA,Orange,40.770619,-74.232648,"DEU, Remptendorf (TH)",DEU,Remptendorf,50.528715,11.659751,1920-05-24,-74.232648 40.770619 -74.232648 40.770619,4,NJ,TH
"USA, Orange (NJ)",USA,Orange,40.770619,-74.232648,"DEU, Remptendorf (TH)",DEU,Remptendorf,50.528715,11.659751,1921-05-24,-74.232648 40.770619 -74.232648 40.770619,4,NJ,TH
"USA, New York (NY)",USA,New York,40.712784,-74.005941000000007,"DEU, Remptendorf (TH)",DEU,Remptendorf,50.528715,11.659751,1930-02-06,-74.005941 40.712784 -74.005941 40.712784,260,NY,TH
"USA, New York (NY)",USA,New York,40.712784,-74.005941000000007,"DEU, Remptendorf (TH)",DEU,Remptendorf,50.528715,11.659751,1950-03-23,-74.005941 40.712784 -74.005941 40.712784,260,NY,TH
"USA, New York (NY)",USA,New York,40.712784,-74.005941000000007,"DEU, Remptendorf (TH)",DEU,Remptendorf,50.528715,11.659751,1952-04-23,-74.005941 40.712784 -74.005941 40.712784,260,NY,TH
"USA, New York (NY)",USA,New York,40.712784,-74.005941000000007,"DEU, Remptendorf (TH)",DEU,Remptendorf,50.528715,11.659751,1953-11-18,-74.005941 40.712784 -74.005941 40.712784,260,NY,TH
"USA, New York (NY)",USA,New York,40.712784,-74.005941000000007,"DEU, Remptendorf (TH)",DEU,Remptendorf,50.528715,11.659751,1955-03-29,-74.005941 40.712784 -74.005941 40.712784,260,NY,TH
"USA, New York (NY)",USA,New York,40.712784,-74.005941000000007,"DEU, Remptendorf (TH)",DEU,Remptendorf,50.528715,11.659751,1955-07-13,-74.005941 40.712784 -74.005941 40.712784,260,NY,TH
"USA, Columbus (OH)",USA,Columbus,39.961176,-82.998794,"DEU, Remptendorf (TH)",DEU,Remptendorf,50.528715,11.659751,1933-12-15,-82.998794 39.961176 -82.998794 39.961176,7,OH,TH
"USA, Columbus (OH)",USA,Columbus,39.961176,-82.998794,"DEU, Remptendorf (TH)",DEU,Remptendorf,50.528715,11.659751,1954-01-18,-82.998794 39.961176 -82.998794 39.961176,7,OH,TH
"USA, Columbus (OH)",USA,Columbus,39.961176,-82.998794,"DEU, Remptendorf (TH)",DEU,Remptendorf,50.528715,11.659751,1955-10-24,-82.998794 39.961176 -82.998794 39.961176,7,OH,TH
