start.location,start.country,start.city,start.latitude,start.longitude,end.location,end.country,end.city,end.latitude,end.longitude,date,journey,number.of.letters,start.state,end.state
"USA, Columbus (OH)",USA,Columbus,39.961176,-82.998794,"DEU, Remptendorf (TH)",DEU,Remptendorf,50.528715,11.659751,1957-03-18,-82.998794 39.961176 -82.998794 39.961176,7,OH,TH
"USA, Columbus (OH)",USA,Columbus,39.961176,-82.998794,"DEU, Remptendorf (TH)",DEU,Remptendorf,50.528715,11.659751,1958-06-24,-82.998794 39.961176 -82.998794 39.961176,7,OH,TH
"USA, Columbus (OH)",USA,Columbus,39.961176,-82.998794,"DEU, Remptendorf (TH)",DEU,Remptendorf,50.528715,11.659751,1959-02-12,-82.998794 39.961176 -82.998794 39.961176,7,OH,TH
"USA, Wood Ridge (NJ)",USA,Wood Ridge,40.845656,-74.087919,"DEU, Remptendorf (TH)",DEU,Remptendorf,50.528715,11.659751,1933-02-02,-74.087919 40.845656 -74.087919 40.845656,2,NJ,TH
"USA, Wood Ridge (NJ)",USA,Wood Ridge,40.845656,-74.087919,"DEU, Remptendorf (TH)",DEU,Remptendorf,50.528715,11.659751,1933-03-14,-74.087919 40.845656 -74.087919 40.845656,2,NJ,TH
"USA, Jersey City (NJ)",USA,Jersey City,40.728157,-74.077642,"DEU, Remptendorf (TH)",DEU,Remptendorf,50.528715,11.659751,1892-01-25,-74.077642 40.728157 -74.077642 40.728157,10,NJ,TH
"USA, Jersey City (NJ)",USA,Jersey City,40.728157,-74.077642,"DEU, Remptendorf (TH)",DEU,Remptendorf,50.528715,11.659751,1892-07-16,-74.077642 40.728157 -74.077642 40.728157,10,NJ,TH
"USA, Princeton (NJ)",USA,Princeton,40.357298,-74.667223,"DEU, Remptendorf (TH)",DEU,Remptendorf,50.528715,11.659751,1893-01-13,-74.667223 40.357298 -74.667223 40.357298,1,NJ,TH
"USA, New York (NY) (NJ)",USA,New York  (NJ),40.78306,-73.971249,"DEU, Remptendorf (TH)",DEU,Remptendorf,50.528715,11.659751,1893-07-16,-73.971249 40.78306 -73.971249 40.78306,1,NY,TH
"USA, Port Cester (NY)",USA,Port Cester,41.001764,-73.665683,"DEU, Remptendorf (TH)",DEU,Remptendorf,50.528715,11.659751,1895-01-14,-73.665683 41.001764 -73.665683 41.001764,1,NY,TH
"USA, Jersey City (NJ)",USA,Jersey City,40.728157,-74.077642,"DEU, Remptendorf (TH)",DEU,Remptendorf,50.528715,11.659751,1896-11-12,-74.077642 40.728157 -74.077642 40.728157,10,NJ,TH
"USA, Jersey City (NJ)",USA,Jersey City,40.728157,-74.077642,"DEU, Remptendorf (TH)",DEU,Remptendorf,50.528715,11.659751,1898-02-11,-74.077642 40.728157 -74.077642 40.728157,10,NJ,TH
"USA, Jersey City (NJ)",USA,Jersey City,40.728157,-74.077642,"DEU, Remptendorf (TH)",DEU,Remptendorf,50.528715,11.659751,1898-07-12,-74.077642 40.728157 -74.077642 40.728157,10,NJ,TH
"USA, Jersey City (NJ)",USA,Jersey City,40.728157,-74.077642,"DEU, Remptendorf (TH)",DEU,Remptendorf,50.528715,11.659751,1899-06-12,-74.077642 40.728157 -74.077642 40.728157,10,NJ,TH
"USA, Jersey City (NJ)",USA,Jersey City,40.728157,-74.077642,"DEU, Remptendorf (TH)",DEU,Remptendorf,50.528715,11.659751,1899-11-01,-74.077642 40.728157 -74.077642 40.728157,10,NJ,TH
"USA, Jersey City (NJ)",USA,Jersey City,40.728157,-74.077642,"DEU, Remptendorf (TH)",DEU,Remptendorf,50.528715,11.659751,1900-10-17,-74.077642 40.728157 -74.077642 40.728157,10,NJ,TH
"USA, Jersey City (NJ)",USA,Jersey City,40.728157,-74.077642,"DEU, Remptendorf (TH)",DEU,Remptendorf,50.528715,11.659751,1902-05-05,-74.077642 40.728157 -74.077642 40.728157,10,NJ,TH
"USA, Jersey City (NJ)",USA,Jersey City,40.728157,-74.077642,"DEU, Remptendorf (TH)",DEU,Remptendorf,50.528715,11.659751,1902-11-09,-74.077642 40.728157 -74.077642 40.728157,10,NJ,TH
"USA, Rutherford (NJ)",USA,Rutherford,40.826489,-74.106809,"DEU, Remptendorf (TH)",DEU,Remptendorf,50.528715,11.659751,1904-06-02,-74.106809 40.826489 -74.106809 40.826489,1,NJ,TH
"USA, Carlstadt (NJ)",USA,Carlstadt,40.840378,-74.090697,"DEU, Remptendorf (TH)",DEU,Remptendorf,50.528715,11.659751,1905-12-13,-74.090697 40.840378 -74.090697 40.840378,19,NJ,TH
"USA, Carlstadt (NJ)",USA,Carlstadt,40.840378,-74.090697,"DEU, Remptendorf (TH)",DEU,Remptendorf,50.528715,11.659751,1906-11-07,-74.090697 40.840378 -74.090697 40.840378,19,NJ,TH
"USA, Carlstadt (NJ)",USA,Carlstadt,40.840378,-74.090697,"DEU, Remptendorf (TH)",DEU,Remptendorf,50.528715,11.659751,1907-02-05,-74.090697 40.840378 -74.090697 40.840378,19,NJ,TH
"USA, Carlstadt (NJ)",USA,Carlstadt,40.840378,-74.090697,"DEU, Remptendorf (TH)",DEU,Remptendorf,50.528715,11.659751,1907-05-15,-74.090697 40.840378 -74.090697 40.840378,19,NJ,TH
"USA, Carlstadt (NJ)",USA,Carlstadt,40.840378,-74.090697,"DEU, Remptendorf (TH)",DEU,Remptendorf,50.528715,11.659751,1907-06-17,-74.090697 40.840378 -74.090697 40.840378,19,NJ,TH
"USA, Carlstadt (NJ)",USA,Carlstadt,40.840378,-74.090697,"DEU, Remptendorf (TH)",DEU,Remptendorf,50.528715,11.659751,1907-08-07,-74.090697 40.840378 -74.090697 40.840378,19,NJ,TH
"USA, Carlstadt (NJ)",USA,Carlstadt,40.840378,-74.090697,"DEU, Remptendorf (TH)",DEU,Remptendorf,50.528715,11.659751,1908-12-18,-74.090697 40.840378 -74.090697 40.840378,19,NJ,TH
"USA, Carlstadt (NJ)",USA,Carlstadt,40.840378,-74.090697,"DEU, Remptendorf (TH)",DEU,Remptendorf,50.528715,11.659751,1909-07-01,-74.090697 40.840378 -74.090697 40.840378,19,NJ,TH
"USA, Carlstadt (NJ)",USA,Carlstadt,40.840378,-74.090697,"DEU, Remptendorf (TH)",DEU,Remptendorf,50.528715,11.659751,1909-12-21,-74.090697 40.840378 -74.090697 40.840378,19,NJ,TH
"USA, Carlstadt (NJ)",USA,Carlstadt,40.840378,-74.090697,"DEU, Remptendorf (TH)",DEU,Remptendorf,50.528715,11.659751,1912-12-10,-74.090697 40.840378 -74.090697 40.840378,19,NJ,TH
"USA, Carlstadt (NJ)",USA,Carlstadt,40.840378,-74.090697,"DEU, Remptendorf (TH)",DEU,Remptendorf,50.528715,11.659751,1915-01-04,-74.090697 40.840378 -74.090697 40.840378,19,NJ,TH
"USA, Carlstadt (NJ)",USA,Carlstadt,40.840378,-74.090697,"DEU, Remptendorf (TH)",DEU,Remptendorf,50.528715,11.659751,1915-10-02,-74.090697 40.840378 -74.090697 40.840378,19,NJ,TH
"USA, Carlstadt (NJ)",USA,Carlstadt,40.840378,-74.090697,"DEU, Remptendorf (TH)",DEU,Remptendorf,50.528715,11.659751,1921-02-01,-74.090697 40.840378 -74.090697 40.840378,19,NJ,TH
"USA, Carlstadt (NJ)",USA,Carlstadt,40.840378,-74.090697,"DEU, Remptendorf (TH)",DEU,Remptendorf,50.528715,11.659751,1921-12-05,-74.090697 40.840378 -74.090697 40.840378,19,NJ,TH
"USA, Carlstadt (NJ)",USA,Carlstadt,40.840378,-74.090697,"DEU, Remptendorf (TH)",DEU,Remptendorf,50.528715,11.659751,1929-12-08,-74.090697 40.840378 -74.090697 40.840378,19,NJ,TH
"USA, Carlstadt (NJ)",USA,Carlstadt,40.840378,-74.090697,"DEU, Remptendorf (TH)",DEU,Remptendorf,50.528715,11.659751,1930-01-26,-74.090697 40.840378 -74.090697 40.840378,19,NJ,TH
"USA, Carlstadt (NJ)",USA,Carlstadt,40.840378,-74.090697,"DEU, Remptendorf (TH)",DEU,Remptendorf,50.528715,11.659751,1930-03-06,-74.090697 40.840378 -74.090697 40.840378,19,NJ,TH
"USA, Carlstadt (NJ)",USA,Carlstadt,40.840378,-74.090697,"DEU, Remptendorf (TH)",DEU,Remptendorf,50.528715,11.659751,1930-12-05,-74.090697 40.840378 -74.090697 40.840378,19,NJ,TH
"USA, Carlstadt (NJ)",USA,Carlstadt,40.840378,-74.090697,"DEU, Remptendorf (TH)",DEU,Remptendorf,50.528715,11.659751,1932-12-08,-74.090697 40.840378 -74.090697 40.840378,19,NJ,TH
"DEU, Sebnitz (S)",DEU,Sebnitz,50.970912,14.273873,"USA, Carlstadt (NJ)",USA,Carlstadt,40.840378,-74.090697,1921-01-03,14.273873 50.970912 14.273873 50.970912,1,S,NJ
"USA, Lime Ridge (WI)",USA,Lime Ridge,43.467759,-90.154849,"DEU, Remptendorf (TH)",DEU,Remptendorf,50.528715,11.659751,1933-12-15,-90.154849 43.467759 -90.154849 43.467759,3,WI,TH
"USA, Lime Ridge (WI)",USA,Lime Ridge,43.467759,-90.154849,"DEU, Remptendorf (TH)",DEU,Remptendorf,50.528715,11.659751,1964-12-18,-90.154849 43.467759 -90.154849 43.467759,3,WI,TH
"USA, Lime Ridge (WI)",USA,Lime Ridge,43.467759,-90.154849,"DEU, Remptendorf (TH)",DEU,Remptendorf,50.528715,11.659751,1967-12-15,-90.154849 43.467759 -90.154849 43.467759,3,WI,TH
"USA, Alma (MO)",USA,Alma,39.095074,-93.545537,"USA, Douglas, Douglas County (WA)",USA,"Douglas, Douglas County",47.621243,-120.004785,1921-06-25,-93.545537 39.095074 -93.545537 39.095074,1,MO,WA
"USA, St. Louis (MO)",USA,St. Louis,38.627003,-90.199404,"USA, Conway (AR)",USA,Conway,35.088696,-92.442101,1881-12-08,-90.199404 38.627003 -90.199404 38.627003,107,MO,AR
"USA, St. Louis (MO)",USA,St. Louis,38.627003,-90.199404,"USA, Conway (AR)",USA,Conway,35.088696,-92.442101,1881-12-09,-90.199404 38.627003 -90.199404 38.627003,107,MO,AR
"USA, Monroe (LA)",USA,Monroe,32.509311,-92.119301,"USA, Brenham (TX)",USA,Brenham,30.166883,-96.397744,1862-09-28,-92.119301 32.509311 -92.119301 32.509311,2,LA,TX
"USA, Washington Co. (TX)",USA,Washington Co.,30.235296,-96.365157,"USA, Brenham (TX)",USA,Brenham,30.166883,-96.397744,1863-03-08,-96.365157 30.235296 -96.365157 30.235296,1,TX,TX
"USA, Richmond (TX)",USA,Richmond,29.582181,-95.760783,"USA, Brenham (TX)",USA,Brenham,30.166883,-96.397744,1863-08-19,-95.760783 29.582181 -95.760783 29.582181,1,TX,TX
"USA, Eagle Lake (TX)",USA,Eagle Lake,29.589684,-96.333577,"USA, Brenham (TX)",USA,Brenham,30.166883,-96.397744,1863-09-07,-96.333577 29.589684 -96.333577 29.589684,1,TX,TX
"USA, Brenham (TX)",USA,Brenham,30.166883,-96.397744,"USA, Eagle Lake (TX)",USA,Eagle Lake,29.589684,-96.333577,1863-09-09,-96.397744 30.166883 -96.397744 30.166883,13,TX,TX
"USA, Brenham (TX)",USA,Brenham,30.166883,-96.397744,"USA, Eagle Lake (TX)",USA,Eagle Lake,29.589684,-96.333577,1863-11-18,-96.397744 30.166883 -96.397744 30.166883,13,TX,TX
"USA, Sealy (TX)",USA,Sealy,29.780788,-96.157183,"USA, Brenham (TX)",USA,Brenham,30.166883,-96.397744,1863-11-08,-96.157183 29.780788 -96.157183 29.780788,1,TX,TX
"USA, Houston (TX)",USA,Houston,29.760427,-95.369803,"USA, Brenham (TX)",USA,Brenham,30.166883,-96.397744,1863-11-22,-95.369803 29.760427 -95.369803 29.760427,9,TX,TX
"USA, Sandy Point (TX)",USA,Sandy Point,29.385517,-95.481053,"USA, Brenham (TX)",USA,Brenham,30.166883,-96.397744,1863-11-27,-95.481053 29.385517 -95.481053 29.385517,1,TX,TX
"USA, Houston (TX)",USA,Houston,29.760427,-95.369803,"USA, Brenham (TX)",USA,Brenham,30.166883,-96.397744,1863-12-09,-95.369803 29.760427 -95.369803 29.760427,9,TX,TX
"USA, Houston (TX)",USA,Houston,29.760427,-95.369803,"USA, Brenham (TX)",USA,Brenham,30.166883,-96.397744,1863-12-17,-95.369803 29.760427 -95.369803 29.760427,9,TX,TX
"USA, Houston (TX)",USA,Houston,29.760427,-95.369803,"USA, Brenham (TX)",USA,Brenham,30.166883,-96.397744,1863-12-19,-95.369803 29.760427 -95.369803 29.760427,9,TX,TX
"USA, Houston (TX)",USA,Houston,29.760427,-95.369803,"USA, Brenham (TX)",USA,Brenham,30.166883,-96.397744,1863-12-31,-95.369803 29.760427 -95.369803 29.760427,9,TX,TX
"USA, Houston (TX)",USA,Houston,29.760427,-95.369803,"USA, Brenham (TX)",USA,Brenham,30.166883,-96.397744,1864-01-04,-95.369803 29.760427 -95.369803 29.760427,9,TX,TX
"USA, Houston (TX)",USA,Houston,29.760427,-95.369803,"USA, Brenham (TX)",USA,Brenham,30.166883,-96.397744,1864-01-16,-95.369803 29.760427 -95.369803 29.760427,9,TX,TX
"USA, Houston (TX)",USA,Houston,29.760427,-95.369803,"USA, Brenham (TX)",USA,Brenham,30.166883,-96.397744,1864-02-02,-95.369803 29.760427 -95.369803 29.760427,9,TX,TX
"USA, Leesville (LA)",USA,Leesville,31.143519,-93.260998,"USA, Brenham (TX)",USA,Brenham,30.166883,-96.397744,1864-04-27,-93.260998 31.143519 -93.260998 31.143519,1,LA,TX
"USA, Alexandria (LA)",USA,Alexandria,31.311294,-92.445137,"USA, Brenham (TX)",USA,Brenham,30.166883,-96.397744,1864-04-29,-92.445137 31.311294 -92.445137 31.311294,3,LA,TX
"USA, Alexandria (LA)",USA,Alexandria,31.311294,-92.445137,"USA, Brenham (TX)",USA,Brenham,30.166883,-96.397744,1864-05-06,-92.445137 31.311294 -92.445137 31.311294,3,LA,TX
"USA, Alexandria (LA)",USA,Alexandria,31.311294,-92.445137,"USA, Brenham (TX)",USA,Brenham,30.166883,-96.397744,1864-05-09,-92.445137 31.311294 -92.445137 31.311294,3,LA,TX
"USA, Brenham (TX)",USA,Brenham,30.166883,-96.397744,"USA, Alexandria (LA)",USA,Alexandria,31.311294,-92.445137,1864-05-17,-96.397744 30.166883 -96.397744 30.166883,13,TX,LA
"USA, New Orleans (LA)",USA,New Orleans,29.951066,-90.071532,"USA, Brenham (TX)",USA,Brenham,30.166883,-96.397744,1864-06-15,-90.071532 29.951066 -90.071532 29.951066,2,LA,TX
"USA, Brenham (TX)",USA,Brenham,30.166883,-96.397744,"USA, Hardin (TX)",USA,Hardin,30.152435,-94.739089,1903-10-01,-96.397744 30.166883 -96.397744 30.166883,13,TX,TX
"USA, St. Louis (MO)",USA,St. Louis,38.627003,-90.199404,"USA, St. Louis (MO)",USA,St. Louis,38.627003,-90.199404,1891-02-07,-90.199404 38.627003 -90.199404 38.627003,107,MO,MO
"USA, Washingon (DC)",USA,Washingon,38.907192,-77.036871,"USA, New York (NY)",USA,New York,40.712784,-74.005941000000007,1863-03-18,-77.036871 38.907192 -77.036871 38.907192,2,DC,NY
"USA, in the field near Stafford (VA)",USA,in the field near Stafford,38.512742,-77.365958,"USA, New York (NY)",USA,New York,40.712784,-74.005941000000007,1863-03-22,-77.365958 38.512742 -77.365958 38.512742,1,VA,NY
"USA, New York (NY)",USA,New York,40.712784,-74.005941000000007,"USA, Steubenville (OH)",USA,Steubenville,40.369791,-80.633964,1839-06-13,-74.005941 40.712784 -74.005941 40.712784,260,NY,OH
"USA, Columbus (OH)",USA,Columbus,39.961176,-82.998794,"USA, Pittsburgh (PA)",USA,Pittsburgh,40.440625,-79.995886,1838-08-09,-82.998794 39.961176 -82.998794 39.961176,7,OH,PA
"USA, Hempstead (TX)",USA,Hempstead,30.097441,-96.078292,"USA, Industry (TX)",USA,Industry,29.972446,-96.502193,1862-04-03,-96.078292 30.097441 -96.078292 30.097441,1,TX,TX
"USA, Brenham (TX)",USA,Brenham,30.166883,-96.397744,"USA, Industry (TX)",USA,Industry,29.972446,-96.502193,1862-05-21,-96.397744 30.166883 -96.397744 30.166883,13,TX,TX
"USA, Camp Waul (TX)",USA,Camp Waul,31.968599,-99.901813,"USA, Industry (TX)",USA,Industry,29.972446,-96.502193,1862-05-28,-99.901813 31.968599 -99.901813 31.968599,5,TX,TX
"USA, Camp Waul (TX)",USA,Camp Waul,31.968599,-99.901813,"USA, Industry (TX)",USA,Industry,29.972446,-96.502193,1862-06-14,-99.901813 31.968599 -99.901813 31.968599,5,TX,TX
"USA, Camp Waul (TX)",USA,Camp Waul,31.968599,-99.901813,"USA, Industry (TX)",USA,Industry,29.972446,-96.502193,1862-07-21,-99.901813 31.968599 -99.901813 31.968599,5,TX,TX
"USA, Camp Waul (TX)",USA,Camp Waul,31.968599,-99.901813,"USA, Industry (TX)",USA,Industry,29.972446,-96.502193,1862-07-28,-99.901813 31.968599 -99.901813 31.968599,5,TX,TX
"USA, Camp Waul (TX)",USA,Camp Waul,31.968599,-99.901813,"USA, Industry (TX)",USA,Industry,29.972446,-96.502193,1862-08-01,-99.901813 31.968599 -99.901813 31.968599,5,TX,TX
"USA, Caldwell (TX)",USA,Caldwell,30.531315,-96.69303,"USA, Industry (TX)",USA,Industry,29.972446,-96.502193,1862-08-21,-96.69303 30.531315 -96.69303 30.531315,1,TX,TX
"USA, Camp Pin Oak Creek, Robertson County (TX)",USA,"Camp Pin Oak Creek, Robertson County",31.008,-96.49298,"USA, Industry (TX)",USA,Industry,29.972446,-96.502193,1862-08-24,-96.49298 31.008 -96.49298 31.008,1,TX,TX
"USA, Camp on Cedar Creek north of Wheelock, Robertson County (TX)",USA,"Camp on Cedar Creek north of Wheelock, Robertson County",30.89769,-96.389964,"USA, Industry (TX)",USA,Industry,29.972446,-96.502193,1862-08-25,-96.389964 30.89769 -96.389964 30.89769,1,TX,TX
"USA, Camp on Navesota Lake, Madison County (TX)",USA,"Camp on Navesota Lake, Madison County",30.988848,-95.940971,"USA, Industry (TX)",USA,Industry,29.972446,-96.502193,1862-08-26,-95.940971 30.988848 -95.940971 30.988848,1,TX,TX
"USA, Camp in Leon County (TX)",USA,Camp in Leon County,29.246999,-103.012284,"USA, Industry (TX)",USA,Industry,29.972446,-96.502193,1862-08-28,-103.012284 29.246999 -103.012284 29.246999,1,TX,TX
"USA, Camp east of the Neces, Cherokee County (TX)",USA,"Camp east of the Neces, Cherokee County",31.798183,-95.143207,"USA, Industry (TX)",USA,Industry,29.972446,-96.502193,1862-09-05,-95.143207 31.798183 -95.143207 31.798183,1,TX,TX
"USA, Camp on the Angelina River, Nacogdoches County (TX)",USA,"Camp on the Angelina River, Nacogdoches County",31.635307,-94.645035,"USA, Industry (TX)",USA,Industry,29.972446,-96.502193,1862-09-07,-94.645035 31.635307 -94.645035 31.635307,1,TX,TX
"USA, Camp Voigt, Platts Springs, 13 miles east of Shreveport (LA)",USA,"Camp Voigt, Platts Springs, 13 miles east of Shreveport",32.525152,-93.750179,"USA, Industry (TX)",USA,Industry,29.972446,-96.502193,1862-09-17,-93.750179 32.525152 -93.750179 32.525152,2,LA,TX
"USA, Camp Voigt, Platts Springs, 13 miles east of Shreveport (LA)",USA,"Camp Voigt, Platts Springs, 13 miles east of Shreveport",32.525152,-93.750179,"USA, Industry (TX)",USA,Industry,29.972446,-96.502193,1862-09-21,-93.750179 32.525152 -93.750179 32.525152,2,LA,TX
"USA, Monroe, Washita Parish (LA)",USA,"Monroe, Washita Parish",32.509311,-92.119301,"USA, Industry (TX)",USA,Industry,29.972446,-96.502193,1862-09-28,-92.119301 32.509311 -92.119301 32.509311,2,LA,TX
"USA, Vicksburg (MS)",USA,Vicksburg,32.352646,-90.877882,"USA, Industry (TX)",USA,Industry,29.972446,-96.502193,1862-10-05,-90.877882 32.352646 -90.877882 32.352646,14,MS,TX
"USA, Vicksburg (MS)",USA,Vicksburg,32.352646,-90.877882,"USA, Industry (TX)",USA,Industry,29.972446,-96.502193,1862-10-07,-90.877882 32.352646 -90.877882 32.352646,14,MS,TX
"USA, Holly Springs (MS)",USA,Holly Springs,34.767597,-89.448689,"USA, Industry (TX)",USA,Industry,29.972446,-96.502193,1862-10-18,-89.448689 34.767597 -89.448689 34.767597,4,MS,TX
"USA, Holly Springs (MS)",USA,Holly Springs,34.767597,-89.448689,"USA, Industry (TX)",USA,Industry,29.972446,-96.502193,1862-10-21,-89.448689 34.767597 -89.448689 34.767597,4,MS,TX
"USA, Camp Cold Water, six miles north of Holly Springs (MS)",USA,"Camp Cold Water, six miles north of Holly Springs",34.767597,-89.448689,"USA, Industry (TX)",USA,Industry,29.972446,-96.502193,1862-11-03,-89.448689 34.767597 -89.448689 34.767597,4,MS,TX
"USA, Camp on Hatchie River 18 miles south of Holly Springs (MS)",USA,Camp on Hatchie River 18 miles south of Holly Springs,34.767597,-89.448689,"USA, Industry (TX)",USA,Industry,29.972446,-96.502193,1862-11-12,-89.448689 34.767597 -89.448689 34.767597,4,MS,TX
"USA, Camp Tippah Ford 8 miles south of Abbeville (MS)",USA,Camp Tippah Ford 8 miles south of Abbeville,34.503159,-89.503137,"USA, Industry (TX)",USA,Industry,29.972446,-96.502193,1862-11-14,-89.503137 34.503159 -89.503137 34.503159,1,MS,TX
"USA, Camp Rocks Ford (MS)/USA, Grenada (MS)",USA,"Camp Rocks Ford /USA, Grenada (MS)",33.769005,-89.808419,"USA, Industry (TX)",USA,Industry,29.972446,-96.502193,1862-12-10,-89.808419 33.769005 -89.808419 33.769005,7,MS,TX
"USA, Grenada (MS)",USA,Grenada,33.769005,-89.808419,"USA, Houston (TX)",USA,Houston,29.760427,-95.369803,1862-12-18,-89.808419 33.769005 -89.808419 33.769005,7,MS,TX
"USA, Grenada (MS)",USA,Grenada,33.769005,-89.808419,"USA, Houston (TX)",USA,Houston,29.760427,-95.369803,1862-12-29,-89.808419 33.769005 -89.808419 33.769005,7,MS,TX
"USA, Grenada (MS)",USA,Grenada,33.769005,-89.808419,"USA, Houston (TX)",USA,Houston,29.760427,-95.369803,1863-01-07,-89.808419 33.769005 -89.808419 33.769005,7,MS,TX
"USA, Grenada (MS)",USA,Grenada,33.769005,-89.808419,"USA, Houston (TX)",USA,Houston,29.760427,-95.369803,1863-01-11,-89.808419 33.769005 -89.808419 33.769005,7,MS,TX
"USA, Grenada (MS)",USA,Grenada,33.769005,-89.808419,"USA, Houston (TX)",USA,Houston,29.760427,-95.369803,1863-01-18,-89.808419 33.769005 -89.808419 33.769005,7,MS,TX
"USA, Vicksburg (MS)",USA,Vicksburg,32.352646,-90.877882,"USA, Houston (TX)",USA,Houston,29.760427,-95.369803,1863-02-10,-90.877882 32.352646 -90.877882 32.352646,14,MS,TX
"USA, Vicksburg (MS)",USA,Vicksburg,32.352646,-90.877882,"USA, Houston (TX)",USA,Houston,29.760427,-95.369803,1863-02-11,-90.877882 32.352646 -90.877882 32.352646,14,MS,TX
"USA, Vicksburg (MS)",USA,Vicksburg,32.352646,-90.877882,"USA, Houston (TX)",USA,Houston,29.760427,-95.369803,1863-02-25,-90.877882 32.352646 -90.877882 32.352646,14,MS,TX
"USA, Vicksburg (MS)",USA,Vicksburg,32.352646,-90.877882,"USA, Houston (TX)",USA,Houston,29.760427,-95.369803,1863-03-02,-90.877882 32.352646 -90.877882 32.352646,14,MS,TX
"USA, Yazoo City (MS)",USA,Yazoo City,32.855133,-90.405647,"USA, Houston (TX)",USA,Houston,29.760427,-95.369803,1863-03-08,-90.405647 32.855133 -90.405647 32.855133,2,MS,TX
"USA, Fort Pemberton (MS)",USA,Fort Pemberton,33.530882,-90.233851,"USA, Houston (TX)",USA,Houston,29.760427,-95.369803,1863-03-17,-90.233851 33.530882 -90.233851 33.530882,4,MS,TX
"USA, Fort Pemberton (MS)",USA,Fort Pemberton,33.530882,-90.233851,"USA, Houston (TX)",USA,Houston,29.760427,-95.369803,1863-03-23,-90.233851 33.530882 -90.233851 33.530882,4,MS,TX
"USA, Fort Pemberton (MS)",USA,Fort Pemberton,33.530882,-90.233851,"USA, Houston (TX)",USA,Houston,29.760427,-95.369803,1863-03-31,-90.233851 33.530882 -90.233851 33.530882,4,MS,TX
"USA, Fort Point Leflore (MS)",USA,Fort Point Leflore,33.636191,-90.349637,"USA, Houston (TX)",USA,Houston,29.760427,-95.369803,1863-04-26,-90.349637 33.636191 -90.349637 33.636191,1,MS,TX
"USA, Fort Pemberton (MS)",USA,Fort Pemberton,33.530882,-90.233851,"USA, Houston (TX)",USA,Houston,29.760427,-95.369803,1863-05-11,-90.233851 33.530882 -90.233851 33.530882,4,MS,TX
"USA, Yazoo City (MS)",USA,Yazoo City,32.855133,-90.405647,"USA, Houston (TX)",USA,Houston,29.760427,-95.369803,1863-06-05,-90.405647 32.855133 -90.405647 32.855133,2,MS,TX
"USA, near Vicksburg (MS)",USA,near Vicksburg,32.352646,-90.877882,"USA, Houston (TX)",USA,Houston,29.760427,-95.369803,1863-07-17,-90.877882 32.352646 -90.877882 32.352646,14,MS,TX
"USA, Vicksburg (MS)",USA,Vicksburg,32.352646,-90.877882,"USA, Houston (TX)",USA,Houston,29.760427,-95.369803,1863-07-21,-90.877882 32.352646 -90.877882 32.352646,14,MS,TX
"USA, New York (NY)",USA,New York,40.712784,-74.005941000000007,"USA, Houston (TX)",USA,Houston,29.760427,-95.369803,1865-04-11,-74.005941 40.712784 -74.005941 40.712784,260,NY,TX
"USA, Leavenworth (KS)",USA,Leavenworth,39.311111,-94.922464,"USA, Evansville (IN)",USA,Evansville,37.971559,-87.57109,1862-08-31,-94.922464 39.311111 -94.922464 39.311111,2,KS,IN
"USA, Hermann (MO)",USA,Hermann,38.704212,-91.437384,"USA, Kansas City (KS)",USA,Kansas City,39.114053,-94.627464,1896-05-20,-91.437384 38.704212 -91.437384 38.704212,1,MO,KS
"USA, Lock Haven (PA)",USA,Lock Haven,41.137013,-77.446926,"USA, Kansas City (KS)",USA,Kansas City,39.114053,-94.627464,1895-05-24,-77.446926 41.137013 -77.446926 41.137013,1,PA,KS
